timestamp,open,high,low,volume,close,close_predicted_1,close_predicted_2
2024-05-01 00:00:00,60612.921875,60763.9296875,60028.41796875,0,60205.0,,
2024-05-01 01:00:00,60183.35546875,60314.19921875,59842.71875,252477440,60046.0390625,,
2024-05-01 02:00:00,60066.85546875,60091.3671875,59546.796875,0,59856.140625,,
2024-05-01 03:00:00,59857.140625,60197.79296875,59857.140625,162103296,60180.30859375,,
2024-05-01 04:00:00,60169.0078125,60255.40625,60141.25390625,147656704,60200.47265625,,
2024-05-01 05:00:00,60207.921875,60245.8515625,59905.1953125,999424,59940.43359375,,
2024-05-01 06:00:00,59946.0078125,59966.22265625,59534.31640625,414912512,59568.12890625,,
2024-05-01 07:00:00,59464.01953125,59464.01953125,57068.4140625,4782424064,57405.6328125,,
2024-05-01 08:00:00,57435.5078125,57485.60546875,56564.9140625,2024251392,57030.30078125,,
2024-05-01 09:00:00,57052.7578125,57494.11328125,56989.9765625,249409536,57111.60546875,,
2024-05-01 10:00:00,57073.015625,57654.8203125,56830.6640625,515887104,57654.8203125,,
2024-05-01 11:00:00,57701.38671875,57842.08984375,57444.47265625,0,57842.08984375,,
2024-05-01 12:00:00,57836.85546875,58203.66015625,57696.2734375,0,57908.48046875,,
2024-05-01 13:00:00,57921.25390625,57932.8125,57254.25390625,347557888,57254.25390625,,
2024-05-01 14:00:00,57223.6953125,57494.2890625,57080.1796875,0,57485.953125,,
2024-05-01 15:00:00,57423.109375,57423.109375,56671.84375,109387776,56792.8203125,,
2024-05-01 16:00:00,56811.08984375,57321.0390625,56723.39453125,0,57019.67578125,,
2024-05-01 17:00:00,56974.08984375,57563.05859375,56715.828125,0,57455.9140625,,
2024-05-01 18:00:00,57438.0703125,59368.5,57427.98828125,3254931456,59071.359375,,
2024-05-01 19:00:00,58859.73828125,59147.85546875,56858.4375,757231616,56858.4375,,
2024-05-01 20:00:00,56968.37109375,57447.93359375,56708.796875,0,57369.96484375,,
2024-05-01 21:00:00,57304.26171875,58045.9375,57209.828125,417804288,57859.609375,,
2024-05-01 22:00:00,57828.0625,58063.58203125,57807.7109375,0,57824.15234375,,
2024-05-01 23:00:00,57758.0859375,58421.46484375,57750.81640625,378789888,58288.07421875,,
2024-05-01 23:00:00,57758.0859375,58421.46484375,57750.81640625,378789888,58288.07421875,82542.359375,73415.0078125
2024-05-02 00:00:00,58267.6796875,58498.87890625,57633.42578125,623411200,57741.1640625,81109.25,72471.6328125
2024-05-02 01:00:00,57711.73046875,57819.0859375,56947.76171875,619028480,57038.55859375,79977.6875,71744.15625
2024-05-02 02:00:00,57161.0703125,57533.3359375,57133.21484375,0,57410.43359375,78636.6796875,70859.0234375
2024-05-02 03:00:00,57409.54296875,57627.296875,57355.1640625,925696,57453.26953125,76442.6484375,69518.6015625
2024-05-02 04:00:00,57394.0078125,57570.62109375,57261.859375,0,57329.78515625,73404.96875,67489.5390625
2024-05-02 05:00:00,57327.97265625,57464.43359375,57200.69140625,88195072,57440.5078125,70162.265625,65433.5
2024-05-02 06:00:00,57438.39453125,57670.30078125,57378.9609375,0,57592.5390625,67164.9921875,63576.6171875
2024-05-02 07:00:00,57591.76953125,57843.8984375,57591.76953125,0,57628.6328125,67191.3828125,63584.53125
2024-05-02 08:00:00,57629.18359375,57935.42578125,57629.18359375,0,57810.32421875,67001.6875,63440.9375
2024-05-02 09:00:00,57816.7421875,57856.39453125,57648.4921875,0,57768.71875,66872.40625,63377.01171875
2024-05-02 10:00:00,57778.734375,57868.71484375,57588.890625,0,57791.140625,66915.078125,63409.52734375
2024-05-02 11:00:00,57833.21875,58609.75390625,57833.21875,1046921216,58557.0078125,67743.1875,63989.73828125
2024-05-02 12:00:00,58549.765625,59065.203125,58460.578125,878399488,58576.5546875,68366.1171875,64330.51171875
2024-05-02 13:00:00,58546.58984375,58771.1171875,58256.19140625,0,58439.15625,68809.7578125,64679.62109375
2024-05-02 14:00:00,58441.8671875,59274.38671875,58309.59765625,652496896,59110.0078125,70202.75,65582.4765625
2024-05-02 15:00:00,59054.89453125,59405.015625,58987.53515625,21831680,59241.515625,70899.828125,65984.8671875
2024-05-02 16:00:00,59259.609375,59259.609375,58982.40234375,0,59051.17578125,71385.21875,66412.828125
2024-05-02 17:00:00,59024.33203125,59251.859375,58982.359375,0,59236.58984375,72182.3671875,66848.5625
2024-05-02 18:00:00,59206.578125,59562.57421875,59008.47265625,0,59445.54296875,72816.78125,67318.34375
2024-05-02 19:00:00,59404.73828125,59404.73828125,59065.10546875,0,59231.609375,72795.515625,67361.4921875
2024-05-02 20:00:00,59368.45703125,59429.11328125,58727.6796875,0,58773.921875,72708.8046875,67319.0625
2024-05-02 21:00:00,58751.71875,59522.26171875,58751.71875,0,59121.5078125,73068.4140625,67491.515625
2024-05-02 22:00:00,59123.1171875,59425.06640625,59121.31640625,0,59328.3125,73710.8515625,67989.875
2024-05-02 23:00:00,59343.35546875,59373.79296875,59113.69140625,0,59113.69140625,74077.2109375,68250.3125
2024-05-03 00:00:00,59087.4921875,59128.94140625,58851.484375,0,59048.8515625,74084.53125,68175.6484375
2024-05-03 01:00:00,59053.3203125,59490.84375,59040.80859375,0,59359.3046875,73653.9296875,68028.8203125
2024-05-03 02:00:00,59336.19921875,59928.90234375,59302.40625,26249216,59561.47265625,73613.265625,68033.90625
2024-05-03 03:00:00,59557.21484375,59992.25390625,59557.21484375,431472640,59740.55859375,73615.4375,68074.078125
2024-05-03 04:00:00,59736.5859375,59825.6015625,59573.72265625,0,59585.7734375,72925.4609375,67609.46875
2024-05-03 05:00:00,59608.1484375,59622.6171875,59496.875,0,59524.203125,72182.2421875,67156.5703125
2024-05-03 06:00:00,59539.14453125,59553.0078125,59274.48828125,0,59274.48828125,71296.5,66707.046875
2024-05-03 07:00:00,59283.90234375,59420.6796875,59115.4296875,16949248,59179.00390625,70054.0390625,65907.859375
